Classe,FPR,TPR
Ametista,0.0,0.0
Ametista,0.0,0.005235602094240838
Ametista,0.0,0.5602094240837696
Ametista,0.003787878787878788,0.5602094240837696
Ametista,0.003787878787878788,0.581151832460733
Ametista,0.007575757575757576,0.581151832460733
Ametista,0.007575757575757576,0.6230366492146597
Ametista,0.011363636363636364,0.6230366492146597
Ametista,0.011363636363636364,0.675392670157068
Ametista,0.015151515151515152,0.675392670157068
Ametista,0.015151515151515152,0.7539267015706806
Ametista,0.01893939393939394,0.7539267015706806
Ametista,0.01893939393939394,0.7801047120418848
Ametista,0.022727272727272728,0.7801047120418848
Ametista,0.022727272727272728,0.8115183246073299
Ametista,0.03409090909090909,0.8115183246073299
Ametista,0.03409090909090909,0.8534031413612565
Ametista,0.04924242424242424,0.8534031413612565
Ametista,0.04924242424242424,0.8638743455497382
Ametista,0.056818181818181816,0.8638743455497382
Ametista,0.056818181818181816,0.8743455497382199
Ametista,0.06818181818181818,0.8743455497382199
Ametista,0.06818181818181818,0.8795811518324608
Ametista,0.07196969696969698,0.8795811518324608
Ametista,0.07196969696969698,0.8848167539267016
Ametista,0.08333333333333333,0.8848167539267016
Ametista,0.08333333333333333,0.8952879581151832
Ametista,0.09090909090909091,0.8952879581151832
Ametista,0.09090909090909091,0.9057591623036649
Ametista,0.10227272727272728,0.9057591623036649
Ametista,0.10227272727272728,0.9109947643979057
Ametista,0.10606060606060606,0.9109947643979057
Ametista,0.10606060606060606,0.9214659685863874
Ametista,0.125,0.9214659685863874
Ametista,0.125,0.9319371727748691
Ametista,0.12878787878787878,0.9319371727748691
Ametista,0.12878787878787878,0.93717277486911
Ametista,0.13636363636363635,0.93717277486911
Ametista,0.13636363636363635,0.9424083769633508
Ametista,0.14393939393939395,0.9424083769633508
Ametista,0.14393939393939395,0.9476439790575916
Ametista,0.14772727272727273,0.9476439790575916
Ametista,0.14772727272727273,0.9528795811518325
Ametista,0.15151515151515152,0.9528795811518325
Ametista,0.15151515151515152,0.9581151832460733
Ametista,0.1553030303030303,0.9581151832460733
Ametista,0.1553030303030303,0.9633507853403142
Ametista,0.1590909090909091,0.9633507853403142
Ametista,0.1590909090909091,0.9790575916230366
Ametista,0.16287878787878787,0.9790575916230366
Ametista,0.16287878787878787,0.9842931937172775
Ametista,0.16666666666666666,0.9842931937172775
Ametista,0.16666666666666666,0.9895287958115183
Ametista,0.19696969696969696,0.9895287958115183
Ametista,0.19696969696969696,0.9947643979057592
Ametista,0.2537878787878788,0.9947643979057592
Ametista,0.2537878787878788,1.0
Ametista,1.0,1.0
Quartzo,0.0,0.0
Quartzo,0.0,0.015625
Quartzo,0.0,0.640625
Quartzo,0.0025575447570332483,0.640625
Quartzo,0.0025575447570332483,0.65625
Quartzo,0.005115089514066497,0.65625
Quartzo,0.005115089514066497,0.75
Quartzo,0.0076726342710997444,0.75
Quartzo,0.0076726342710997444,0.796875
Quartzo,0.010230179028132993,0.796875
Quartzo,0.010230179028132993,0.890625
Quartzo,0.023017902813299233,0.890625
Quartzo,0.023017902813299233,0.921875
Quartzo,0.04092071611253197,0.921875
Quartzo,0.04092071611253197,0.9375
Quartzo,0.043478260869565216,0.9375
Quartzo,0.043478260869565216,0.953125
Quartzo,0.04603580562659847,0.953125
Quartzo,0.04603580562659847,0.984375
Quartzo,0.056265984654731455,0.984375
Quartzo,0.056265984654731455,1.0
Quartzo,1.0,1.0
Topázio,0.0,0.0
Topázio,0.0,0.013157894736842105
Topázio,0.0,0.6710526315789473
Topázio,0.002638522427440633,0.6710526315789473
Topázio,0.002638522427440633,0.6842105263157895
Topázio,0.0079155672823219,0.6842105263157895
Topázio,0.0079155672823219,0.7105263157894737
Topázio,0.010554089709762533,0.7105263157894737
Topázio,0.010554089709762533,0.7236842105263158
Topázio,0.013192612137203167,0.7236842105263158
Topázio,0.013192612137203167,0.7763157894736842
Topázio,0.018469656992084433,0.7763157894736842
Topázio,0.018469656992084433,0.8157894736842105
Topázio,0.021108179419525065,0.8157894736842105
Topázio,0.021108179419525065,0.8552631578947368
Topázio,0.023746701846965697,0.8552631578947368
Topázio,0.023746701846965697,0.881578947368421
Topázio,0.026385224274406333,0.881578947368421
Topázio,0.026385224274406333,0.9078947368421053
Topázio,0.029023746701846966,0.9078947368421053
Topázio,0.029023746701846966,0.9210526315789473
Topázio,0.03430079155672823,0.9210526315789473
Topázio,0.03430079155672823,0.9342105263157895
Topázio,0.044854881266490766,0.9342105263157895
Topázio,0.044854881266490766,0.9473684210526315
Topázio,0.052770448548812667,0.9473684210526315
Topázio,0.052770448548812667,0.9605263157894737
Topázio,0.079155672823219,0.9605263157894737
Topázio,0.079155672823219,0.9736842105263158
Topázio,0.11081794195250659,0.9736842105263158
Topázio,0.11081794195250659,0.9868421052631579
Topázio,0.11345646437994723,0.9868421052631579
Topázio,0.11345646437994723,1.0
Topázio,1.0,1.0
Ágata,0.0,0.0
Ágata,0.0,0.008064516129032258
Ágata,0.0,0.5806451612903226
Ágata,0.0030211480362537764,0.5806451612903226
Ágata,0.0030211480362537764,0.6209677419354839
Ágata,0.006042296072507553,0.6209677419354839
Ágata,0.006042296072507553,0.6451612903225806
Ágata,0.00906344410876133,0.6451612903225806
Ágata,0.00906344410876133,0.6774193548387096
Ágata,0.012084592145015106,0.6774193548387096
Ágata,0.012084592145015106,0.7096774193548387
Ágata,0.015105740181268883,0.7096774193548387
Ágata,0.015105740181268883,0.717741935483871
Ágata,0.021148036253776436,0.717741935483871
Ágata,0.021148036253776436,0.7983870967741935
Ágata,0.03927492447129909,0.7983870967741935
Ágata,0.03927492447129909,0.8064516129032258
Ágata,0.04229607250755287,0.8064516129032258
Ágata,0.04229607250755287,0.8225806451612904
Ágata,0.045317220543806644,0.8225806451612904
Ágata,0.045317220543806644,0.8548387096774194
Ágata,0.04833836858006042,0.8548387096774194
Ágata,0.04833836858006042,0.8629032258064516
Ágata,0.054380664652567974,0.8629032258064516
Ágata,0.054380664652567974,0.8709677419354839
Ágata,0.06042296072507553,0.8709677419354839
Ágata,0.06042296072507553,0.8790322580645161
Ágata,0.06646525679758308,0.8790322580645161
Ágata,0.06646525679758308,0.8870967741935484
Ágata,0.06948640483383686,0.8870967741935484
Ágata,0.06948640483383686,0.9032258064516129
Ágata,0.07854984894259819,0.9032258064516129
Ágata,0.07854984894259819,0.9112903225806451
Ágata,0.08157099697885196,0.9112903225806451
Ágata,0.08157099697885196,0.9274193548387096
Ágata,0.08761329305135952,0.9274193548387096
Ágata,0.08761329305135952,0.9354838709677419
Ágata,0.09667673716012085,0.9354838709677419
Ágata,0.09667673716012085,0.9516129032258065
Ágata,0.12084592145015106,0.9516129032258065
Ágata,0.12084592145015106,0.9596774193548387
Ágata,0.13595166163141995,0.9596774193548387
Ágata,0.13595166163141995,0.9758064516129032
Ágata,0.13897280966767372,0.9758064516129032
Ágata,0.13897280966767372,0.9838709677419355
Ágata,0.14501510574018128,0.9838709677419355
